CAGDP1 County gross domestic product (GDP) summary
CAGDP1 County gross domestic product (GDP) summary
County
GeoFIPS,GeoName,2022,2023,2024
24009,"Calvert, MD",4418202,4718524,4828234
24011,"Caroline, MD",1250242,1164899,1233365
24013,"Carroll, MD",6485323,6616405,6804752
24015,"Cecil, MD",5199723,5487641,5448557
24017,"Charles, MD",5971675,6320742,6682037
24019,"Dorchester, MD",1434843,1325490,1395003
24021,"Frederick, MD",14597168,15352620,15943952
24023,"Garrett, MD",1258226,1308839,1365063
24025,"Harford, MD",13399200,13697312,13995030
24027,"Howard, MD",28858153,29479942,30577345
24029,"Kent, MD",951789,947925,948734
24031,"Montgomery, MD",92064413,93761234,94922164
24033,"Prince George's, MD",47808158,48657022,50887450
24035,"Queen Anne's, MD",2010761,2046029,2157003
24037,"St. Mary's, MD",7906507,8161179,8388208
24039,"Somerset, MD",965742,839670,953912
24041,"Talbot, MD",2014542,2100770,2138647
24043,"Washington, MD",7058682,7415422,7597356
24045,"Wicomico, MD",5397260,5412715,5608755
24047,"Worcester, MD",2991111,2976581,3142528
24510,"Baltimore (Independent City), MD",49688370,50584353,51900153
25001,"Barnstable, MA",14155069,14184251,14830770
25003,"Berkshire, MA",7117963,7093069,7205142
25005,"Bristol, MA",26945603,27106435,27757139
25007,"Dukes, MA",1554830,1570922,1612733
25009,"Essex, MA",47496012,47762548,48360034
25011,"Franklin, MA",2836831,3092634,2896237
25013,"Hampden, MA",23148579,23318378,23695319
25015,"Hampshire, MA",7737126,7890721,8036784
25017,"Middlesex, MA",194018374,198048884,204141715
25019,"Nantucket, MA",1475688,1532716,1592151
25021,"Norfolk, MA",57276240,58336659,59516176
25023,"Plymouth, MA",27122558,27591818,28366702
25025,"Suffolk, MA",150146205,150340777,153074038
25027,"Worcester, MA",46750376,47291424,48166049
26001,"Alcona, MI",232853,209232,204575
26003,"Alger, MI",251422,251219,253880
26005,"Allegan, MI",4724378,4945532,5137459
26007,"Alpena, MI",1085799,1105067,1126633
26009,"Antrim, MI",615837,639461,649298
26011,"Arenac, MI",427295,450667,454745
26013,"Baraga, MI",281444,285227,282678
26015,"Barry, MI",1631733,1658446,1792103
26017,"Bay, MI",3782136,3688792,3716382
26019,"Benzie, MI",542119,556803,564484
26021,"Berrien, MI",7310996,7316520,7356445
26023,"Branch, MI",1417244,1457461,1490136
26025,"Calhoun, MI",7116115,7238983,7464101
26027,"Cass, MI",1260361,1518300,1448030
26029,"Charlevoix, MI",1302710,1313479,1353471
26031,"Cheboygan, MI",661268,676003,693431
26033,"Chippewa, MI",1193531,1221345,1238741
26035,"Clare, MI",1093178,1187029,1224189
26037,"Clinton, MI",2359325,2405388,2440611
26039,"Crawford, MI",425456,418816,419855
26041,"Delta, MI",1211594,1196036,1242884
26043,"Dickinson, MI",1324188,1324238,1323191
26045,"Eaton, MI",6030293,6046201,6192749
26047,"Emmet, MI",1898096,1943386,2002314
26049,"Genesee, MI",15713856,16205256,16529058
26051,"Gladwin, MI",464856,492776,532269
26053,"Gogebic, MI",476835,478214,490552
26055,"Grand Traverse, MI",5502484,5747764,5853232
26057,"Gratiot, MI",1509504,1519368,1538437
26059,"Hillsdale, MI",1800752,1833272,1830169
26061,"Houghton, MI",1172358,1189647,1235378
26063,"Huron, MI",1494931,1587340,1710199
26065,"Ingham, MI",18418905,18645842,18752816
26067,"Ionia, MI",1713846,1860432,1903885
26069,"Iosco, MI",950222,982162,973914
26071,"Iron, MI",318248,314429,320697
26073,"Isabella, MI",2460547,2516491,2498065
26075,"Jackson, MI",6769352,6965034,7100376
26077,"Kalamazoo, MI",16190375,16151739,16537412
26079,"Kalkaska, MI",586953,627061,649330
26081,"Kent, MI",45848016,46396792,47140599
26083,"Keweenaw, MI",58043,57804,57311
26085,"Lake, MI",226665,229970,223949
26087,"Lapeer, MI",2329730,2502101,2528188
26089,"Leelanau, MI",824811,832878,870567
26091,"Lenawee, MI",3252755,3296980,3371902
26093,"Livingston, MI",7578515,7850235,7927804
26095,"Luce, MI",157905,159725,160562
26097,"Mackinac, MI",486925,502265,519125
26099,"Macomb, MI",42169483,43611585,44058622
26101,"Manistee, MI",854672,876888,902508
26103,"Marquette, MI",2734382,2828566,2733481
26105,"Mason, MI",1017727,1027086,1040664
26107,"Mecosta, MI",1265900,1332681,1290828
26109,"Menominee, MI",728813,709690,753748
26111,"Midland, MI",5803215,6220110,6376374
26113,"Missaukee, MI",418550,436176,506431
26115,"Monroe, MI",5916835,6134800,6345564
26117,"Montcalm, MI",1606834,1666856,1642615
26119,"Montmorency, MI",240773,237312,236358
26121,"Muskegon, MI",6231610,6448375,6688142
26123,"Newaygo, MI",1595702,1633111,1662030
26125,"Oakland, MI",111795525,115072478,115904656
26127,"Oceana, MI",625650,679010,648586
26129,"Ogemaw, MI",541620,568772,597326
26131,"Ontonagon, MI",131503,131111,131041
26133,"Osceola, MI",757676,787909,839955
26135,"Oscoda, MI",219372,209386,217735
26137,"Otsego, MI",1110111,1161825,1154149
26139,"Ottawa, MI",15599332,16048107,16443944
26141,"Presque Isle, MI",345425,360941,346658
26143,"Roscommon, MI",600445,666118,671433
26145,"Saginaw, MI",8737631,8943089,8852219
26147,"St. Clair, MI",5754126,5824006,5861090
26149,"St. Joseph, MI",2202846,2288773,2283808
26151,"Sanilac, MI",1221692,1246529,1307410
26153,"Schoolcraft, MI",256125,265611,269603
26155,"Shiawassee, MI",1827699,1846414,1852187
26157,"Tuscola, MI",1368010,1404988,1374503
26159,"Van Buren, MI",2725428,2600505,2530576
26161,"Washtenaw, MI",26763594,27474944,28092107
26163,"Wayne, MI",100926323,104598767,105985562
26165,"Wexford, MI",1335126,1361253,1377096
27001,"Aitkin, MN",473290,483077,508557
27003,"Anoka, MN",15629320,15512869,15749652
27005,"Becker, MN",1440265,1474589,1535830
27007,"Beltrami, MN",1880788,1907231,1954736
27009,"Benton, MN",1796204,1790237,1782058
27011,"Big Stone, MN",241329,232892,246015
27013,"Blue Earth, MN",4103876,4120356,4355637
27015,"Brown, MN",1442851,1457954,1539839
27017,"Carlton, MN",1430547,1384536,1437280
27019,"Carver, MN",5878041,5810593,5971759
27021,"Cass, MN",1051565,1006463,1033761
27023,"Chippewa, MN",588449,608302,587868
27025,"Chisago, MN",1691609,1677231,1721308
27027,"Clay, MN",2189254,2191911,2213702
27029,"Clearwater, MN",292969,297562,309271
27031,"Cook, MN",280306,290326,295086
27033,"Cottonwood, MN",686614,628206,654772
27035,"Crow Wing, MN",2972114,3023273,3107455
27037,"Dakota, MN",27511865,28331494,29480134
27039,"Dodge, MN",792762,789990,765429
27041,"Douglas, MN",2092075,2160645,2179454
27043,"Faribault, MN",570537,549750,589779
27045,"Fillmore, MN",664094,687522,649230
27047,"Freeborn, MN",1320187,1310807,1315275
27049,"Goodhue, MN",2961812,3002462,2997116
27051,"Grant, MN",293292,271513,267590
27053,"Hennepin, MN",150433347,152558748,155025745
27055,"Houston, MN",580327,597751,634715
27057,"Hubbard, MN",738779,782843,763761
27059,"Isanti, MN",1173569,1171098,1219174
27061,"Itasca, MN",2082826,2154997,1959956
27063,"Jackson, MN",629006,603298,656985
27065,"Kanabec, MN",406703,395004,409291
27067,"Kandiyohi, MN",2321678,2379249,2425921
27069,"Kittson, MN",233696,209488,162866
27071,"Koochiching, MN",507420,493045,496840
27073,"Lac qui Parle, MN",319833,327047,319299
27075,"Lake, MN",469797,500604,410660
27077,"Lake of the Woods, MN",186514,175513,186152
27079,"Le Sueur, MN",973042,937429,935636
27081,"Lincoln, MN",431799,459743,450209
27083,"Lyon, MN",1582484,1577303,1638337
27085,"McLeod, MN",1806568,1794884,1833712
27087,"Mahnomen, MN",190589,180634,185878
27089,"Marshall, MN",466864,377606,309402
27091,"Martin, MN",1082875,951213,1069579
27093,"Meeker, MN",1331843,1320546,1312854
27095,"Mille Lacs, MN",844081,850440,888842
27097,"Morrison, MN",1153663,1144912,1150927
27099,"Mower, MN",2236583,2399286,2376798
27101,"Murray, MN",471692,498861,552066
27103,"Nicollet, MN",1608596,1505428,1522982
27105,"Nobles, MN",1329728,1336911,1460466
27107,"Norman, MN",261658,203798,175778
27109,"Olmsted, MN",12203421,12485769,12913810
27111,"Otter Tail, MN",2469355,2456250,2510958
27113,"Pennington, MN",2068569,2021991,2020628
27115,"Pine, MN",718248,722077,760363
27117,"Pipestone, MN",667752,681894,762624
27119,"Polk, MN",1407573,1338161,1255900
27121,"Pope, MN",545018,552650,544789
27123,"Ramsey, MN",43642541,43868511,45240617
27125,"Red Lake, MN",177882,164380,184676
27127,"Redwood, MN",977148,1072673,1137734
27129,"Renville, MN",821352,821548,892456
27131,"Rice, MN",2933946,2963953,3134576
27133,"Rock, MN",607703,631010,778832
27135,"Roseau, MN",1324596,1399923,1333824
27137,"St. Louis, MN",10353018,10778638,10618119
27139,"Scott, MN",7551021,7763302,8317254
27141,"Sherburne, MN",3622127,3579179,3695417
27143,"Sibley, MN",471082,476521,549538
27145,"Stearns, MN",9314590,9244685,9689611
27147,"Steele, MN",2186845,2142544,2191557
27149,"Stevens, MN",625536,537110,607133
27151,"Swift, MN",577828,602502,592770
27153,"Todd, MN",830237,823582,880039
27155,"Traverse, MN",215800,221622,255018
27157,"Wabasha, MN",777208,757799,825421
27159,"Wadena, MN",525256,542288,564696
27161,"Waseca, MN",874371,906195,993749
27163,"Washington, MN",12378485,12573931,13126134
27165,"Watonwan, MN",475716,447683,461331
27167,"Wilkin, MN",343438,346034,282423
27169,"Winona, MN",2344007,2253603,2332948
27171,"Wright, MN",5196131,5252494,5477880
27173,"Yellow Medicine, MN",558925,600129,578350
28001,"Adams, MS",924402,952595,978586
28003,"Alcorn, MS",1239959,1275858,1258193
28005,"Amite, MS",271439,277920,310589
28007,"Attala, MS",533165,517285,504151
28009,"Benton, MS",300751,308447,314528
28011,"Bolivar, MS",1020257,1095776,1062695
28013,"Calhoun, MS",277340,281763,276831
28015,"Carroll, MS",101845,102719,108984
28017,"Chickasaw, MS",457056,430965,419587
28019,"Choctaw, MS",709247,643866,626320
28021,"Claiborne, MS",645571,722498,671489
28023,"Clarke, MS",271437,300895,317787
28025,"Clay, MS",529468,532382,512138
28027,"Coahoma, MS",684336,677321,657446
28029,"Copiah, MS",676723,675917,714344
28031,"Covington, MS",702085,701429,811154
28033,"DeSoto, MS",6860586,6969625,7297483
28035,"Forrest, MS",3672153,3734351,3772384
28037,"Franklin, MS",198652,211769,214424
28039,"George, MS",489169,484430,502751
28041,"Greene, MS",171358,166633,176327
28043,"Grenada, MS",891700,882973,884259
28045,"Hancock, MS",1728328,1794231,1824776
28047,"Harrison, MS",9426321,9780054,9941203
28049,"Hinds, MS",12110422,12014636,12125090
28051,"Holmes, MS",258985,263831,252876
28053,"Humphreys, MS",187640,192166,167555
28055,"Issaquena, MS",21311,28057,15729
28057,"Itawamba, MS",575150,591857,598968
28059,"Jackson, MS",6845185,7923270,8806295
28061,"Jasper, MS",455873,470129,507238
28063,"Jefferson, MS",98948,100736,110739
28065,"Jefferson Davis, MS",175121,165619,202048
28067,"Jones, MS",2758909,2726167,2837532
28069,"Kemper, MS",309340,274118,278272
28071,"Lafayette, MS",2300462,2367734,2463311
28073,"Lamar, MS",1946590,2104852,2173473
28075,"Lauderdale, MS",3397503,3636249,3804542
28077,"Lawrence, MS",358981,366547,404820
28079,"Leake, MS",634132,614209,731574
28081,"Lee, MS",4984709,4992948,5039718
28083,"Leflore, MS",1180212,1149178,1082102
28085,"Lincoln, MS",1160483,1188017,1237457
28087,"Lowndes, MS",3044751,3114848,3201793
28089,"Madison, MS",7546645,7802230,8129447
28091,"Marion, MS",790800,817991,867487
28093,"Marshall, MS",845358,881268,891693
28095,"Monroe, MS",990354,990198,1018755
28097,"Montgomery, MS",193748,205481,207852
28099,"Neshoba, MS",1110760,1083185,1177130
28101,"Newton, MS",521443,527691,568678
28103,"Noxubee, MS",241685,255539,258950
28105,"Oktibbeha, MS",1849501,1881997,2120643
28107,"Panola, MS",1066484,1084920,1085590
28109,"Pearl River, MS",1088218,1135024,1171361
28111,"Perry, MS",315664,313017,329082
28113,"Pike, MS",1149625,1169714,1200778
28115,"Pontotoc, MS",971547,934373,950644
28117,"Prentiss, MS",591544,609971,608365
28119,"Quitman, MS",105709,106934,88909
28121,"Rankin, MS",7238628,7660830,7860121
28123,"Scott, MS",1106446,1056160,1161435
28125,"Sharkey, MS",95988,106221,79113
28127,"Simpson, MS",649683,661998,738033
28129,"Smith, MS",393013,402900,469438
28131,"Stone, MS",400184,422124,425523
28133,"Sunflower, MS",660728,710538,634953
28135,"Tallahatchie, MS",289121,324562,333448
28137,"Tate, MS",561773,591982,626606
28139,"Tippah, MS",640259,686481,657626
28141,"Tishomingo, MS",596040,639440,631467
28143,"Tunica, MS",557531,601702,568335
28145,"Union, MS",1198116,1160965,1190936
28147,"Walthall, MS",263131,263822,283836
28149,"Warren, MS",2301334,2568571,2796394
28151,"Washington, MS",1397305,1385569,1347613
28153,"Wayne, MS",628944,609600,711684
28155,"Webster, MS",194254,203199,204999
28157,"Wilkinson, MS",146010,151641,151892
28159,"Winston, MS",491312,496658,518225
28161,"Yalobusha, MS",296590,302706,298160
28163,"Yazoo, MS",728358,830835,855904
29001,"Adair, MO",809348,859723,865136
29003,"Andrew, MO",302040,305896,301482
29005,"Atchison, MO",388106,391931,320841
29007,"Audrain, MO",855015,915178,903844
29009,"Barry, MO",1659613,1589502,1672784
29011,"Barton, MO",395003,416120,389815
29013,"Bates, MO",428200,472636,474859
29015,"Benton, MO",443694,439192,466649
29017,"Bollinger, MO",167733,170232,176834
29019,"Boone, MO",9949370,10198415,10934659
29021,"Buchanan, MO",4898752,5047801,5160891
29023,"Butler, MO",1494885,1522508,1518971
29025,"Caldwell, MO",213891,217388,209981
29027,"Callaway, MO",1831899,1935095,2077210
29029,"Camden, MO",1662777,1739945,1787679
29031,"Cape Girardeau, MO",4116596,4163398,4155045
29033,"Carroll, MO",322970,323233,311604
29035,"Carter, MO",121088,122850,123334
29037,"Cass, MO",2957461,3134969,3222251
29039,"Cedar, MO",303721,328608,349398
29041,"Chariton, MO",268108,288849,279011
29043,"Christian, MO",1923980,2103243,2238994
29045,"Clark, MO",155745,166278,149234
29047,"Clay, MO",13766841,14090999,14182365
29049,"Clinton, MO",423257,409722,436287
29051,"Cole, MO",5377182,5583848,5832789
29053,"Cooper, MO",457789,480050,478070
29055,"Crawford, MO",683986,717773,732094
29057,"Dade, MO",190667,197966,207628
29059,"Dallas, MO",283982,288374,306546
29061,"Daviess, MO",169297,187811,199432
29063,"DeKalb, MO",321372,319544,314566
29065,"Dent, MO",342887,356682,366293
29067,"Douglas, MO",218864,213141,216637
29069,"Dunklin, MO",745023,784462,877732
29071,"Franklin, MO",4772830,4959270,4976726
29073,"Gasconade, MO",447247,434412,431921
29075,"Gentry, MO",203747,220335,222183
29077,"Greene, MO",18076126,18187474,18673850
29079,"Grundy, MO",289733,305114,304793
29081,"Harrison, MO",241982,244730,229372
29083,"Henry, MO",729164,778699,815589
29085,"Hickory, MO",164344,170756,178120
29087,"Holt, MO",195386,198072,183702
29089,"Howard, MO",226199,227578,218539
29091,"Howell, MO",1290725,1325684,1369134
29093,"Iron, MO",343720,337212,277478
29095,"Jackson, MO",49663164,50909777,52072491
29097,"Jasper, MO",5419540,5556388,5735790
29099,"Jefferson, MO",5202861,5063537,5200859
29101,"Johnson, MO",1936900,1975713,2027418
29103,"Knox, MO",120732,132187,121221
29105,"Laclede, MO",1425193,1584146,1577603
29107,"Lafayette, MO",842490,865648,867155
29109,"Lawrence, MO",956030,966274,1049003
29111,"Lewis, MO",240307,243250,230944
29113,"Lincoln, MO",1300224,1363075,1443347
29115,"Linn, MO",388629,414211,411795
29117,"Livingston, MO",556006,567063,558838
29119,"McDonald, MO",832771,805330,787487
29121,"Macon, MO",574065,578421,580164
29123,"Madison, MO",272186,268397,282143
29125,"Maries, MO",169832,177365,188786
29127,"Marion, MO",1209671,1242566,1242832
29129,"Mercer, MO",91544,107131,104607
29131,"Miller, MO",718671,752135,813767
29133,"Mississippi, MO",325497,320664,307820
29135,"Moniteau, MO",464296,456312,513359
29137,"Monroe, MO",193214,236167,221972
29139,"Montgomery, MO",350309,366269,351301
29141,"Morgan, MO",601961,603821,644675
29143,"New Madrid, MO",1095591,966626,1047197
29145,"Newton, MO",2221175,2244104,2352220
29147,"Nodaway, MO",737114,750283,767710
29149,"Oregon, MO",193226,210621,223140
29151,"Osage, MO",422451,423232,458811
29153,"Ozark, MO",143805,143574,147740
29155,"Pemiscot, MO",425769,453316,455014
29157,"Perry, MO",906161,963716,968566
29159,"Pettis, MO",2289074,2642131,2731179
29161,"Phelps, MO",1604954,1609387,1647469
29163,"Pike, MO",508079,540310,522921
29165,"Platte, MO",7390037,7407145,7352727
29167,"Polk, MO",865433,883580,901754
29169,"Pulaski, MO",2219478,2283129,2328960
29171,"Putnam, MO",111078,135375,141991
29173,"Ralls, MO",615413,671571,640585
29175,"Randolph, MO",1268073,1257828,1231746
29177,"Ray, MO",475737,492771,498503
29179,"Reynolds, MO",201761,193979,160715
29181,"Ripley, MO",211192,213044,215314
29183,"St. Charles, MO",19627296,20438553,21081697
29185,"St. Clair, MO",170635,207136,198309
29186,"Ste. Genevieve, MO",648777,643325,623747
29187,"St. Francois, MO",1724391,1782579,1865794
29189,"St. Louis, MO",88436854,91194262,92154682
29195,"Saline, MO",948641,983255,984077
29197,"Schuyler, MO",126605,148199,142008
29199,"Scotland, MO",158288,179929,176144
29201,"Scott, MO",1671359,1683425,1728245
29203,"Shannon, MO",134259,141102,143354
29205,"Shelby, MO",177960,187682,162642
29207,"Stoddard, MO",1129290,1106720,1141672
29209,"Stone, MO",787746,837722,852759
29211,"Sullivan, MO",394819,483878,500343
29213,"Taney, MO",2727782,2848111,2869141
29215,"Texas, MO",524253,540805,571063
29217,"Vernon, MO",774094,876879,895987
29219,"Warren, MO",886912,895142,926770
29221,"Washington, MO",411966,427700,442037
29223,"Wayne, MO",204709,209781,199382
29225,"Webster, MO",836833,897411,942034
29227,"Worth, MO",43585,54197,56726
29229,"Wright, MO",422897,440058,446816
29510,"St. Louis (Independent City), MO",31007990,31947590,32119062
30001,"Beaverhead, MT",442413,458521,520911
30003,"Big Horn, MT",924330,899092,942296
30005,"Blaine, MT",185634,198550,175418
30007,"Broadwater, MT",190786,218044,232366
30009,"Carbon, MT",362889,392411,416881
30011,"Carter, MT",43453,41919,74008
30013,"Cascade, MT",4123071,4258347,4405442
30015,"Chouteau, MT",301189,330938,227303
30017,"Custer, MT",510208,484701,525022
30019,"Daniels, MT",107404,95123,97478
30021,"Dawson, MT",406475,396780,396799
30023,"Deer Lodge, MT",319553,338383,336614
30025,"Fallon, MT",169737,194718,192572
30027,"Fergus, MT",517195,516377,571116
30029,"Flathead, MT",5107399,5265477,5512091
30031,"Gallatin, MT",8145745,8824121,9280217
30033,"Garfield, MT",52215,48670,33058
30035,"Glacier, MT",467682,526769,522140
30037,"Golden Valley, MT",26237,28623,25216
30039,"Granite, MT",112270,122157,126326
30041,"Hill, MT",812140,846821,740105
30043,"Jefferson, MT",262556,288336,298980
30045,"Judith Basin, MT",97718,104328,110089
30047,"Lake, MT",921631,1003057,1052343
30049,"Lewis and Clark, MT",4025740,4308734,4480091
30051,"Liberty, MT",228123,246575,240238
30053,"Lincoln, MT",641746,633023,676458
30055,"McCone, MT",99801,82411,113928
30057,"Madison, MT",575900,567747,491159
30059,"Meagher, MT",65726,71749,69514
30061,"Mineral, MT",105677,115523,121980
30063,"Missoula, MT",6420211,6862494,7132080
30065,"Musselshell, MT",365335,342580,363190
30067,"Park, MT",634890,694833,687470
30069,"Petroleum, MT",15533,17583,18815
30071,"Phillips, MT",140764,140008,122900
30073,"Pondera, MT",253546,304743,242108
30075,"Powder River, MT",110476,117440,127143
30077,"Powell, MT",224829,261948,276052
30079,"Prairie, MT",42139,42245,50521
30081,"Ravalli, MT",1315818,1412292,1471834
30083,"Richland, MT",774920,925851,1002027
30085,"Roosevelt, MT",409218,423418,442271
30087,"Rosebud, MT",761154,814569,811738
30089,"Sanders, MT",375803,409395,417892
30091,"Sheridan, MT",168043,155900,177837
30093,"Silver Bow, MT",1618483,1689585,1699243
30095,"Stillwater, MT",587349,541079,503900
30097,"Sweet Grass, MT",223585,216432,218616
30099,"Teton, MT",266137,290192,237337
30101,"Toole, MT",351259,398892,385013
30103,"Treasure, MT",64958,70197,79877
30105,"Valley, MT",338312,297017,287204
30107,"Wheatland, MT",83509,85577,80487
30109,"Wibaux, MT",41421,42002,45209
30111,"Yellowstone, MT",9895060,10199896,10776934
31001,"Adams, NE",2018543,2014324,2028756
31003,"Antelope, NE",557707,622479,576887
31005,"Arthur, NE",12617,22852,25350
31007,"Banner, NE",34918,41228,35556
31009,"Blaine, NE",19894,31814,39534
31011,"Boone, NE",403346,462746,418119
31013,"Box Butte, NE",529808,529832,539216
31015,"Boyd, NE",115767,107037,107841
31017,"Brown, NE",163788,205881,201132
31019,"Buffalo, NE",3588963,3580064,3595336
31021,"Burt, NE",290143,312816,324849
31023,"Butler, NE",386131,417368,446851
31025,"Cass, NE",810789,880094,836050
31027,"Cedar, NE",432130,456847,414020
31029,"Chase, NE",323192,333101,320534
31031,"Cherry, NE",257638,334087,372019
31033,"Cheyenne, NE",536663,519451,524888
31035,"Clay, NE",320102,362353,342397
31037,"Colfax, NE",760084,793015,793811
31039,"Cuming, NE",682666,825561,814312
31041,"Custer, NE",648978,748741,681402
31043,"Dakota, NE",1826213,1883538,1906575
31045,"Dawes, NE",267592,286946,301828
31047,"Dawson, NE",1586075,1682213,1729495
31049,"Deuel, NE",100107,77015,64565
31051,"Dixon, NE",339610,376265,367161
31053,"Dodge, NE",2321044,2328030,2366379
31055,"Douglas, NE",56199667,58669220,59205158
31057,"Dundy, NE",164962,174139,181035
31059,"Fillmore, NE",379384,430177,415798
31061,"Franklin, NE",92071,118671,90175
31063,"Frontier, NE",104105,110849,76592
31065,"Furnas, NE",278428,296742,233184
31067,"Gage, NE",1090494,1187607,1217626
31069,"Garden, NE",73995,79638,81275
31071,"Garfield, NE",72431,86696,84676
31073,"Gosper, NE",97929,114681,93052
31075,"Grant, NE",21106,29186,37778
31077,"Greeley, NE",107742,133536,143568
31079,"Hall, NE",3853911,3972935,4029101
31081,"Hamilton, NE",665055,708449,702042
31083,"Harlan, NE",160242,197518,200976
31085,"Hayes, NE",80926,85249,69017
31087,"Hitchcock, NE",176936,165133,138972
31089,"Holt, NE",636333,668073,678811
31091,"Hooker, NE",27248,29747,29138
31093,"Howard, NE",214986,234327,215084
31095,"Jefferson, NE",425621,442724,415771
31097,"Johnson, NE",195149,191910,192787
31099,"Kearney, NE",348508,455666,454218
31101,"Keith, NE",393765,399233,395003
31103,"Keya Paha, NE",26803,34518,39088
31105,"Kimball, NE",219740,217746,200382
31107,"Knox, NE",623917,654816,687585
31109,"Lancaster, NE",21608253,22104379,22760411
31111,"Lincoln, NE",2235337,2605473,2538673
31113,"Logan, NE",25236,31697,30844
31115,"Loup, NE",24575,35438,46221
31117,"McPherson, NE",16634,27177,26041
31119,"Madison, NE",2410783,2439624,2473012
31121,"Merrick, NE",365141,407474,410943
31123,"Morrill, NE",279914,336462,352326
31125,"Nance, NE",146864,198252,159079
31127,"Nemaha, NE",674405,887033,822413
31129,"Nuckolls, NE",264031,315481,292882
31131,"Otoe, NE",1299540,1427901,1394409
31133,"Pawnee, NE",120478,129791,105950
31135,"Perkins, NE",353551,304658,293233
31137,"Phelps, NE",753752,788566,785727
31139,"Pierce, NE",426186,548010,566332
31141,"Platte, NE",2820513,2992564,2920870
31143,"Polk, NE",285568,311943,355802
31145,"Red Willow, NE",557349,594583,552270
31147,"Richardson, NE",366402,382732,371981
31149,"Rock, NE",74750,91526,99010
31151,"Saline, NE",973452,1021955,1022202
31153,"Sarpy, NE",9704285,10146929,10468075
31155,"Saunders, NE",768257,829846,814141
31157,"Scotts Bluff, NE",1694937,1770452,1818233
31159,"Seward, NE",777312,795619,841627
31161,"Sheridan, NE",282479,311065,340209
31163,"Sherman, NE",106675,129628,116081
31165,"Sioux, NE",58379,74855,96933
31167,"Stanton, NE",342515,412544,405338
31169,"Thayer, NE",384321,405822,387858
31171,"Thomas, NE",30883,33279,38698
31173,"Thurston, NE",430406,508530,469450
31175,"Valley, NE",272747,299019,286432
31177,"Washington, NE",1381125,1466197,1488411
31179,"Wayne, NE",584462,662954,624883
31181,"Webster, NE",258688,322904,278916
31183,"Wheeler, NE",55342,81457,72363
31185,"York, NE",928894,972471,929392
32001,"Churchill, NV",1192441,1271816,1242460
32003,"Clark, NV",141930944,147606306,152128224
32005,"Douglas, NV",2823885,2937527,3112053
32007,"Elko, NV",2761809,2753700,3025972
32009,"Esmeralda, NV",37652,43924,32472
32011,"Eureka, NV",1094315,1054758,844798
32013,"Humboldt, NV",1267411,1296605,1328417
32015,"Lander, NV",740498,752354,610699
32017,"Lincoln, NV",163718,166207,196520
32019,"Lyon, NV",1784005,1807733,1761010
32021,"Mineral, NV",213424,201598,179568
32023,"Nye, NV",1807204,1928191,2029210
32027,"Pershing, NV",304900,309829,401299
32029,"Storey, NV",2066617,1844205,1904842
32031,"Washoe, NV",32075140,32893393,33777549
32033,"White Pine, NV",620646,621548,918978
32510,"Carson City (Independent City), NV",3779886,3936044,4161999
33001,"Belknap, NH",2997754,3171197,3313957
33003,"Carroll, NH",2410576,2575127,2624043
33005,"Cheshire, NH",4034218,3988168,4056687
33007,"Coos, NH",1324959,1405913,1404401
33009,"Grafton, NH",7448387,7816913,7900309
33011,"Hillsborough, NH",30066116,30679709,30826638
33013,"Merrimack, NH",10249922,10404906,10732797
33015,"Rockingham, NH",25220807,25372326,25954423
33017,"Strafford, NH",6382834,6607587,6461716
33019,"Sullivan, NH",1584966,1639887,1651624
34001,"Atlantic, NJ",14578670,14864976,15115117
34003,"Bergen, NJ",81366109,82834621,83504631
34005,"Burlington, NJ",30915417,31767399,32395824
34007,"Camden, NJ",26094892,26508606,27237865
34009,"Cape May, NJ",5880196,5852089,5971611
34011,"Cumberland, NJ",6385117,6359739,6496332
34013,"Essex, NJ",57577967,59179931,60969249
34015,"Gloucester, NJ",13994075,14213721,14722428
34017,"Hudson, NJ",50128046,51571245,52089910
34019,"Hunterdon, NJ",7642244,7675106,7859018
34021,"Mercer, NJ",44109154,45602548,46589728
34023,"Middlesex, NJ",67894871,68879118,70024451
34025,"Monmouth, NJ",40274166,41039946,41972064
34027,"Morris, NJ",59692788,59972859,60717582
34029,"Ocean, NJ",23395350,24224883,24596867
34031,"Passaic, NJ",21623631,22146476,22769061
34033,"Salem, NJ",5176909,5420119,5665107
34035,"Somerset, NJ",43615647,44370672,45797704
34037,"Sussex, NJ",5246607,5180712,5258445
34039,"Union, NJ",38813316,40142923,41396980
34041,"Warren, NJ",4260186,4633046,4872358
35001,"Bernalillo, NM",41302177,42584209,43535686
35003,"Catron, NM",110223,111443,112712
35005,"Chaves, NM",2113128,2128353,2241622
35006,"Cibola, NM",599992,634495,671301
35007,"Colfax, NM",444010,474483,475977
35009,"Curry, NM",3258343,3308899,3355148
35011,"De Baca, NM",71320,87533,84507
35013,"Doña Ana, NM",8190741,8681273,8900673
35015,"Eddy, NM",6495257,8710992,9816999
35017,"Grant, NM",1133173,1140920,1015892
35019,"Guadalupe, NM",176334,212413,216068
35021,"Harding, NM",42887,41175,36926
35023,"Hidalgo, NM",187528,210562,198666
35025,"Lea, NM",6543071,9594408,11439564
35027,"Lincoln, NM",653815,727006,685847
35028,"Los Alamos, NM",2764630,3117381,3273176
35029,"Luna, NM",871130,937998,957125
35031,"McKinley, NM",2208933,2315316,2229863
35033,"Mora, NM",97329,118048,126704
